Acta Mathematica Sinica,
Acta Mathematicae Applicatae Sinica. English Series,
Acta Numerica,
Acta Obstetricia et Gynecologica Scandinavica,http://informahealthcare.com/page/Description?journalCode=obs
Acta Odontologica Scadinavica,http://www.informahealthcare.com/ode
Acta Oncologica,http://www.informaworld.com/actaoncologica
Acta Ornithologica,http://www.miiz.waw.pl/index.php?option=com_content&task=view&id=54&Itemid=27
Acta Orthopaedica et Traumatologica Turcica,http://www.aott.org.tr/
Acta Oto-Laryngologica,http://www.informahealthcare.com/oto
Acta Paediatrica,http://www.wiley.com/bw/journal.asp?ref=0803-5253
Acta Palaeontologica Polonica,http://www.app.pan.pl/home.html
Acta Philosophica Fennica,http://www.helsinki.fi/jarj/sfy/Acta.htm
Acta Radiologica,http://ar.rsmjournals.com/
Acta Societatis Botanicorum Poloniae,https://pbsociety.org.pl/journals/index.php/asbp/index
Acta Sociologica,http://asj.sagepub.com/
Acta Zoologica Academiae Scientiarum Hungaricae,http://actazool.nhmus.hu/
Acta Zoologica Bulgarica,http://www.acta-zoologica-bulgarica.eu/
Acta Zoológica Mexicana,http://www.ecologia.edu.mx/azm/
Acta Zoologica: Morphology and Evolution,http://www.wiley.com/bw/journal.asp?ref=0001-7272
Acupuncture in Medicine,http://aim.bmj.com/
Adaptive Behavior,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal201570
Addiction,http://www.addictionjournal.org
Addiction Biology,http://www.wiley.com/bw/journal.asp?ref=1355-6215
Administration & Society,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal200755
Administrative Law Review,http://www.wcl.american.edu/journal/alr/
Administrative Science Quarterly,http://www.johnson.cornell.edu/publications/asq/
Advanced Composite Materials,http://www.brill.nl/acm
Advances in Applied Clifford Algebras,http://www.clifford-algebras.org/
Advances in Applied Mathematics,
Advances in Chemical Physics,http://onlinelibrary.wiley.com/bookseries/10.1002/SERIES2007
Advances in Colloid and Interface Science,http://www.elsevier.com/wps/find/journaldescription.cws_home/500842/description#description
Advances in Difference Equations,
Advances in Ecological Research,
Advances in Electrical and Computer Engineering,http://www.aece.ro
Advances in Geometry,
Advances in High Energy Physics,http://psychservices.psychiatryonline.org/
Advances in Mass Spectrometry,http://www.imss.nl/
Advances in Mathematics,
Advances in Neonatal Care,http://journals.lww.com/advancesinneonatalcare/pages/default.aspx
Advances in Physiotherapy,http://www.informahealthcare.com/adv
Advances in Production Engineering & Management,http://www.apem-journal.org
Advances in Space Research,http://www.elsevier.com/wps/find/journaldescription.cws_home/644/description
Advances in Theoretical and Mathematical Physics,
Advances in Therapy',http://www.springer.com/springer+healthcare/journal/12325
Aesthetic Plastic Surgery,http://www.springer.com/medicine/surgery/journal/266
Africa,http://journals.cambridge.org/action/displayJournal?jid=AFR
Africa & Asia: Göteborg Working Papers on Asian and African Languages and Literatures,http://www.african.gu.se/aa/contents.html
Africa Bibliography,http://journals.cambridge.org/afb
Africa Confidential,http://africa-confidential.com/home
Africa development = Afrique et développement,http://www.codesria.org/Links/Publications/ad_contents/africa_development_contents.htm
Africa Education Review,http://www.informaworld.com/smpp/title~content=t777285702
Africa Media Review,http://digital.lib.msu.edu/projects/africanjournals/html/browse.cfm?colid=8
Africa Research Bulletin,http://www.wiley.com/bw/journal.asp?ref=0001-9852
Africa Yearbook,
African Affairs,http://afraf.oxfordjournals.org/
African American Review,http://aar.slu.edu/
African and Asian Studies,http://www.brill.nl/aas
African Anthropologist : Journal of the Pan African Anthropological Association,http://www.ajol.info/journal_index.php?jid=136&ab=aa
African Archaeological Review,http://www.springerlink.com/content/104827/
African Arts,http://www.mitpressjournals.org/loi/afar
African Book Publishing Record,http://www.reference-global.com/loi/abpr
African Crop Science Journal,http://www.acsj.info/
African Development Review,http://www.blackwell-synergy.com/loi/afdr
African Diaspora Archaeology Newsletter,http://www.diaspora.uiuc.edu/newsletter.html
African Economic History,http://www.jstor.org/journals/01452258.html
African Economic Outlook,http://www.oecd-ilibrary.org/content/serial/19991029
African Entomology,http://journals.sabinet.co.za/ej/ejour_ento.html
African Finance Journal,http://journals.sabinet.co.za/ej/ejour_finj.html
African Geographical Review,http://www.macalester.edu/geography/agr/
African Health Sciences,http://www.ajol.info/index.php/ahs
African Historical Review,http://www.tandf.co.uk/journals/rahr
African Human Rights Law Journal,http://www.chr.up.ac.za/centre_publications/ahrlj/ahrlj.html
African Human Rights Law Reports,http://www.chr.up.ac.za/index.php/publications/ahrlj.html
African Identities,http://www.tandf.co.uk/journals/titles/14725843.html
African Issues,
"African Journal for Physical, Health Education, Recreation and Dance",http://www.ajol.info/journal_index.php?jid=153&ab=ajpherd
African Journal for the Psychological Study of Social Issues,http://www.ajol.info/journal_index.php?jid=237&ab=ajpssi
African journal of agricultural research,http://www.academicjournals.org/ajar/index.htm
African Journal of AIDS Rresearch,http://www.nisc.co.za/journals?id=1
African Journal of Aquatic Science,http://www.ajol.info/journal_index.php?jid=114&ab=ajas
African journal of biomedical research,http://www.bioline.org.br/md
African journal of biotechnology,http://www.academicjournals.org/AJB/
African Journal of Business Management,http://www.academicjournals.org/ajbm/
African Journal of Criminology and Justice Studies,http://www.umes.edu/ajcjs/
African Journal of Ecology,http://www.wiley.com/bw/journal.asp?ref=0141-6707
African journal of economic policy,http://www.ajol.info/journal_index.php?jid=147&ab=ajep
African journal of educational studies in mathematics and sciences,http://www.ajol.info/journal_index.php?jid=297&ab=AJESMS
African journal of environmental assessment and management,http://www.ajeam-ragee.org/
African journal of finance and management,http://www.ajol.info/journal_index.php?jid=148&ab=ajfm
African journal of food and nutritional security,http://www.bioline.org.br/fn
"African journal of food, agriculture, nutrition and development",http://www.bioline.org.br/nd
African journal of health sciences,http://www.bioline.org.br/jh
African Journal of Infectious Diseases,http://www.africanethnomedicines.net/ojs2/index.php/AJID/index
African journal of international affairs,http://www.codesria.org/Links/Publications/Journals/ajia.htm
African Journal of International Affairs and Development,http://www.ajol.info/journal_index.php?jid=173&ab=ajiad
African journal of legal studies,http://www.africalawinstitute.org/ajls/
"African Journal of Library, Archives and Information Science",http://www.ajol.info/journal_index.php?jid=158&ab=ajlais
African Journal of Marine Science,http://www.tandf.co.uk/journals/titles/1814232X.asp
African Journal of Neurological Sciences,http://www.ajns.paans.org/index.php3
African Journal of Paediatric Surgery,http://www.afrjpaedsurg.org/
African journal of range and forage science,http://www.ingentaconnect.com/content/nisc/rf
African Journal of Reproductive Health/La Revue Africaine de la Santé Reproductive,http://www.bioline.org.br/rh/
African journal of science and technology,http://www.ansti.org/journal.php
"African Journal of Traditional, Complementary and Alternative Medicines",http://www.africanethnomedicines.net/journal.php
African Journal on Conflict Resolution,http://www.journals.co.za/ej/ejour_accordr.html
African languages and cultures,http://www.jstor.org/journals/0954416X.html
African Natural History,http://www.journals.co.za/ej/ejour_afnathist.html
African Newsletter on Occupational Health and Safety,http://www.ttl.fi/Internet/English/Information/Electronic+journals/African+Newsletter/default.htm
African Research Review,http://www.ajol.info/journal_index.php?jid=340&ab=AFRREV
African Safety Promotion: A Journal of Injury and Violence Prevention,http://www.aspj.co.za/index.php/ASPJ/index
African Skies = Cieux Africains,http://www.saao.ac.za/~wgssa/archive.php
African Studies,http://www.informaworld.com/smpp/title~db=all~content=t713405746~tab=summary
African Studies Abstracts Online,http://www.ascleiden.nl/Library/Abstracts/ASA-Online/
African Studies Quarterly,http://www.africa.ufl.edu/asq/prev.htm
African Studies Review,http://www.umass.edu/anthro/asr/
African Study Monographs,http://jambo.africa.kyoto-u.ac.jp/kiroku/contents_e.htm
African Symposium,http://www.ncsu.edu/ncsu/aern/symposium_main.htm
African Zoology,http://www.zssa.co.za/african_zoology.htm
Africanus,http://www.unisa.ac.za/default.asp?Cmd=ViewContent&ContentID=20113
Afrique & Histoire,http://www.editions-verdier.fr/v3/oeuvre-afriquehistoire.html
Afrique contemporaine,http://superieur.deboeck.com/collections?id=20163_6_120040
Agalma,http://www.agalmaweb.org/
Age,http://www.springer.com/life+sciences/cell+biology/journal/11357
Age and Ageing,http://ageing.oxfordjournals.org/
Ageing Research Reviews,http://www.elsevier.com/wps/find/journaldescription.cws_home/621649/description#description
Aging & Mental Health,http://www.springer.com/life+sciences/cell+biology/journal/11357
Agricultural History,http://www.aghistorysociety.org/journal/index.html
Agricultural History Review,http://www.bahs.org.uk/agrev.htm
Agronomy for Sustainable Development,http://www.springer.com/13593
AIAA Journal,http://www.aiaa.org/content.cfm?pageid=322&lupubid=2
Aidai,http://www.aidai.us
AIDS,http://www.aidsonline.com/
AIDS Research and Human Retroviruses,http://www.liebertpub.com/products/product.aspx?pid=2
AJS Review,http://journals.cambridge.org/ajs
Alces,http://bolt.lakeheadu.ca/~alceswww/
"Alcoholism, Clinical and Experimental Research",http://www.blackwellpublishing.com/journal.asp?ref=0145-6008
Algebra Colloquium,http://www.worldscinet.com/ac/ac.shtml
Algebraic & Geometric Topology,
Aligarh Institute Gazette,
Allergy,http://www.wiley.com/bw/journal.asp?ref=0105-4538
AlterNative: An International Journal of Indigenous Peoples,http://www.alternative.ac.nz
Alzheimer Disease and Associated Disorders,http://alzheimerjournal.com
AMBIO: A Journal of the Human Environment,http://ambio.allenpress.com
Ameghiniana,http://www.scielo.org.ar/revistas/ameg/eaboutj.htm
American Annals of the Deaf,http://gupress.gallaudet.edu/annals
American Antiquity,http://www.saa.org/AbouttheSociety/Publications/AmericanAntiquity/tabid/124/Default.aspx
American Archivist,http://www.archivists.org/periodicals/aaeditorialpolicy.asp#editor
American Art,http://www.journals.uchicago.edu/AmArt/home.html
American Catholic Philosophical Quarterly,http://secure.pdcnet.org/pdc/bvdb.nsf/journal?openform&journal=pdc_acpq
American Economic Journal,http://www.aeaweb.org/aea_journals.php
American Economic Review,http://www.aeaweb.org/aer/
American Family Physician,http://www.aafp.org/online/en/home/publications/journals/afp.html
American Imago,http://www.press.jhu.edu/journals/american_imago/index.html
American Indian Quarterly,"http://www.nebraskapress.unl.edu/product/American-Indian-Quarterly,673174.aspx"
American Jewish History,http://www.ajhs.org/academic/history.cfm
American Journal of Agricultural Economics,http://ajae.oxfordjournals.org/
American Journal of Archaeology,http://www.ajaonline.org/
American Journal of Audiology,http://aja.asha.org/
American Journal of Botany,http://www.amjbot.org/
American Journal of Business,http://www.AJBOnline.org/
American Journal of Emergency Medicine,http://www.journals.elsevierhealth.com/periodicals/yajem
American Journal of Enology and Viticulture,http://www.ajevonline.org/
American Journal of Epidemiology,http://aje.oxfordjournals.org
American Journal of Hematology,
American Journal of Human Biology,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6300
American Journal of Human Genetics,http://www.cell.com/AJHG/home
American Journal of Kidney Diseases,
American Journal of Mathematics,http://www.press.jhu.edu/journals/american_journal_of_mathematics/
"American Journal of Medical Genetics Part A, B, & C",
American Journal of Obstetrics and Gynecology,http://www.ajog.org/
American Journal of Ophthalmology,http://www.ajo.com/
American Journal of Pharmaceutical Education,http://www.ajpe.org/
American Journal of Philology,http://www.press.jhu.edu/journals/american_journal_of_philology/index.html
American Journal of Physical Anthropology,http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291096-8644
American Journal of Physiology,http://ajpcon.physiology.org/
American Journal of Play,http://www.journalofplay.org
American Journal of Political Science,http://www.ajps.org/
American Journal of Primatology,http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291098-2345
American Journal of Psychiatry,http://ajp.psychiatryonline.org/
American Journal of Public Health,http://www.ajph.org/
American Journal of Respiratory and Critical Care Medicine,http://ajrccm.atsjournals.org/
American Journal of Respiratory Cell and Molecular Biology,http://ajrcmb.atsjournals.org/
American Journal of Sexuality Education,http://www.tandf.co.uk/journals/titles/15546128.asp
American Journal of Transplantation,http://www.amjtrans.com
American Journal of Trial Advocacy,http://cumberland.samford.edu/trialjournal
American Literary History,http://alh.oxfordjournals.org/
American Mineralogist: An International Journal of Earth and Planetary Materials,http://www.minsocam.org/msa/ammin/AmMineral.html
American Museum Novitates,
American Philosophical Quarterly,http://www.press.uillinois.edu/journals/apq.html
American Psychologist,http://www.apa.org/pubs/journals/amp/index.aspx
American Quarterly,http://www.americanquarterly.org/
American Sociological Review,http://www2.asanet.org/journals/asr/
American Speech,http://www.dukeupress.edu/Catalog/ViewProduct.php?productid=45601
American Studies,https://journals.ku.edu/index.php/amerstud/index
Amyloid,http://www.informahealthcare.com/AMY
Anaesthesia,http://www.blackwellpublishing.com/ana
Anais da Associação Brasileira de Química,http://abq.hostcentral.com.br/
Analecta Hibernica,http://www.irishmanuscripts.ie/servlet/Controller?action=analecta_disp
Análisis Filosófico,http://www.sadaf.org.ar/af/
Analysis,http://analysis.oxfordjournals.org/
Analysis and Applications,http://www.worldscinet.com/aa/aa.shtml
Analyst,http://www.rsc.org/Publishing/Journals/an/Index.asp
Analytica Chimica Acta,http://www.elsevier.com/wps/product/cws_home/502681
Analytical Abstracts,http://www.rsc.org/Publishing/CurrentAwareness/AA/index.asp
Analytical and Bioanalytical Chemistry,http://www.springer.com/journal/00216/
Analytical Biochemistry,http://www.elsevier.com/wps/find/journaldescription.cws_home/622781/description#description
Analytical Chemistry,http://pubs.acs.org/journals/ancham/index.html
Analytical Methods,http://www.rsc.org/Publishing/Journals/ay/index.asp
Anarchist Studies,http://www.lwbooks.co.uk/journals/anarchiststudies/contents.html
Ancient Philosophy,http://www.ancientphilosophy.com/
Anesthesia & Analgesia,http://www.anesthesia-analgesia.org/
Anglo-Saxon England,http://journals.cambridge.org/action/displayJournal?jid=ASE
Animal Behaviour,http://www.elsevier.com/wps/find/journaldescription.cws_home/622782/description#description
Animal Biology,http://www.brill.nl/ab
Animal Genetics,http://www.blackwellpublishing.com/age
Animal Law Review,http://www.lclark.edu/law/law_reviews/animal_law_review/
Animal Production Science,http://www.publish.csiro.au/nid/72.htm
Animal Science,http://www.bsas.org.uk/Publications/Animal_Science/
Annalen der Physik,http://www3.interscience.wiley.com/journal/5006612/home
Annales Aequatoria,http://www.aequatoria.be/French/HomeFrenchFrameSet.html
Annales d'histochimie,
Annales de la Société Entomologique de France,http://ann.sef.free.fr/
Annales Henri Poincaré,http://www.springerlink.com/content/105443/
Annales médico-psychologiques,
Annales pharmaceutiques françaises,
Annales Scientifiques de l'École Normale Supérieure,http://www.dma.ens.fr/edition/annales/
Annals of Anatomy,http://www.elsevier.com/wps/find/journaldescription.cws_home/701751/description
Annals of Botany,http://aob.oxfordjournals.org/
Annals of Clinical and Laboratory Science,
Annals of Emergency Medicine,http://www.annemergmed.com/
Annals of Epidemiology,http://www.annalsofepidemiology.org/
Annals of Functional Analysis,
Annals of Human Biology,http://www.informapharmascience.com/ahb
Annals of Human Genetics,http://www.gene.ucl.ac.uk/anhumgen/
Annals of Internal Medicine,http://www.annals.org/
Annals of Mathematics,http://www.math.princeton.edu/~annals/
Annals of Medicine,http://www.informahealthcare.com/annmed
Annals of Neurology,http://www3.interscience.wiley.com/journal/76507645/home
Annals of Oncology,http://annonc.oxfordjournals.org
Annals of Physics,http://www.elsevier.com/wps/find/journaldescription.cws_home/622784/description
Annals of Saudi Medicine,http://www.saudiannals.net
Annals of Surgery,
Annals Of The American Academy of Political and Social Science,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal200750
Annals of the New York Academy of Sciences,http://www.wiley.com/bw/journal.asp?ref=0077-8923&site=1
Annals of the Rheumatic Diseases,http://ard.bmj.com
Annals of Tropical Paediatrics,
Annual Bulletin,
Annual Review of Earth and Planetary Sciences,http://www.annualreviews.org/journal/earth
"Annual Review of Ecology, Evolution, and Systematics",http://www.annualreviews.org/journal/ecolsys
Annual Review of Nutrition,
Annual Review of Plant Biology,http://www.annualreviews.org/journal/arplant
Anthropology of Consciousness,http://www.sacaaa.org/anthropologyofconsciousness.asp
Anticancer Research,http://ar.iiarjournals.org/
Antichthon,http://www.ascs.org.au//index.php?option=com_content&task=view&id=21&Itemid=45
Antichthon,http://www.ascs.org.au/index.php?option=com_content&task=view&id=21&Itemid=45
Antipode,http://www.wiley.com/bw/submit.asp?ref=0066-4812
AORN Journal,http://www.aornjournal.org
Apeiron: A Journal for Ancient Philosophy and Science,http://www.utexas.edu/cola/depts/philosophy/resources/Apeiron.php
Applied Linguistics,http://applij.oxfordjournals.org/
Applied Optics,http://www.opticsinfobase.org/ao/home.cfm
Applied Organometallic Chemistry,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0739
Applied Physics A: Materials Science and Processing,http://www.springer.com/materials/journal/339
Applied Physics Express,http://apex.ipap.jp/
Applied Physics Letters,http://scitation.aip.org/apl/
"Applied Physiology, Nutrition, and Metabolism/Physiologie appliquée, nutrition et métabolisme",http://nrcresearchpress.com/rp-ps/journalDetail.jsp?jcode=apnm&lang=eng
Applied Psycholinguistics,http://journals.cambridge.org/action/displayJournal?jid=APS
Applied Psychological Measurement,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal200934
Applied Psychology,http://www.wiley.com/bw/journal.asp?ref=0269-994X&site=1
Applied Social Psychology,
Applied Spectroscopy,http://www.opticsinfobase.org/as/home.cfm
Aquatic Toxicology,http://www.elsevier.com/wps/find/journaldescription.cws_home/505509/description#description
Aquila,
Arab Studies Quarterly,http://arabstudiesquarterly.plutojournals.org
Arabic Sciences and Philosophy,http://journals.cambridge.org/action/displayJournal?jid=asp
Archaeological Review from Cambridge,http://www.societies.cam.ac.uk/arc
Architectural Heritage,http://www.euppublishing.com/journal/arch
Architectural History,http://www.sahgb.org.uk/index.cfm/display_page/Publications
Archiv der Mathematik,
Archiv für Begriffsgeschichte,http://www.meiner.de/index.php?cPath=4_31&content=recherche&katseite=1
Archiv für das Studium der neueren Sprachen und Literaturen,http://www.archivdigital.info/homepage.html
Archiv für Geschichte der Philosophie,http://www.degruyter.de/journals/agp/detailEn.cfm
Archiv für Rechts- und Sozialphilosophie,http://www.steiner-verlag.de/ARSP
Archive for Mathematical Logic,
Archive for Rational Mechanics and Analysis,
Archive of Applied Mechanics,http://www.springer.com/journal/00419/
Archives of Biochemistry and Biophysics,http://www.elsevier.com/locate/yabbi
Archives of Computational Methods in Engineering,http://www.springer.com/journal/11831
Archives of General Psychiatry,http://archpsyc.ama-assn.org/
Archives of Osteoporosis,http://www.springer.com/medicine/orthopedics/journal/11657
Archives of Pathology & Laboratory Medicine,http://www.archivesofpathology.org/
Archives of Pediatrics & Adolescent Medicine,http://archpedi.ama-assn.org/
Arctic,http://www.arctic.ucalgary.ca/index.php?page=arctic_journal
Ardea,http://nou.natuurinfo.nl/website/ardea/ardea.htm
Area,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4762
Arethusa,http://www.press.jhu.edu/journals/arethusa/index.html
Argumentation and Advocacy,http://www.americanforensics.org/AA/aa_info.html
Arkiv för Matematik,
Arkivoc,http://www.arkat-usa.org/
Armed Forces & Society,http://afs.sagepub.com/
ARMOR,https://www.benning.army.mil/armor/armormagazine/
Ars Disputandi,http://www.arsdisputandi.org/
Art History,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8365
"Arteriosclerosis, Thrombosis, and Vascular Biology",http://atvb.ahajournals.org
Arthritis & Rheumatism,http://www3.interscience.wiley.com/journal/76509746/home
Arthroscopy: The Journal of Arthroscopic and Related Surgery,http://www.elsevier.com/wps/find/journaldescription.cws_home/623124/description#description
Articulo - Journal of Urban Research,http://articulo.revues.org
"Artificial Cells, Blood Substitutes, and Biotechnology",http://www.informapharmascience.com/abb
Artificial Intelligence,http://www.elsevier.com/locate/artint
Artificial Life,http://www.mitpressjournals.org/loi/artl
ARTIST PROFILE,http://www.artistprofile.com.au
Arzneimittelforschung / Drug Research,http://www.ecv.de/ecv/catalog/af.php
Asia Pacific Journal of Human Resources,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal201639
Asia-Pacific Journal of Public Health,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal201849
Asian Case Research Journal,http://www.worldscinet.com/acrj/acrj.shtml
Asian Culture,http://sgsocietyofasianstudies.wordpress.com/category/%e5%ad%a6%e6%8a%a5%e3%80%8a%e4%ba%9a%e6%b4%b2%e6%96%87%e5%8c%96%e3%80%8b%e2%80%9casian-culture%e2%80%9d
Asian Economic Papers,http://www.mitpressjournals.org/loi/asep
Asian Journal of International Law,http://www.AsianJIL.org
Asian Survey,http://www.ucpressjournals.com/journal.asp?j=as
"Aspasia: The International Yearbook of Central, Eastern, and Southeastern European Women's and Gender History",http://www.berghahnbooks.com/journals/asp/
aspeers,http://www.aspeers.com/
AStA Advances in Statistical Analysis,
Astérisque,
Astrobiology,http://www.liebertpub.com/publication.aspx?pub_id=99
Astronomical Journal,http://iopscience.org/aj
Astronomische Nachrichten,http://www.aip.de/AN/
Astronomy & Geophysics,http://www.wiley.com/bw/journal.asp?ref=1366-8781
Astronomy and Astrophysics,http://www.aanda.org/
Astronomy Letters,http://www.maik.ru/cgi-perl/journal.pl?lang=eng&name=letters
Astronomy Reports (russian:Astronomicheskii Zhurnal),http://www.maik.rssi.ru/cgi-perl/journal.pl?lang=eng&name=asteng
Astroparticle Physics,
Athenäum,http://www.schlegel-gesellschaft.de/page.php?xSessionId=&xId=323
Atherosclerosis,http://www.elsevier.com/wps/find/journaldescription.cws_home/522790/description
Atmospheric Chemistry and Physics,http://www.atmospheric-chemistry-and-physics.net/
Atmospheric Research,http://www.elsevier.com/wps/find/journaldescription.cws_home/503323/description
Atomization and Sprays,http://www.begellhouse.com/journals/6a7c7e10642258cc.html
Atropos,http://www.atropos.info/
Audiological Medicine,http://www.informahealthcare.com/aum
Augustinian Studies,http://secure.pdcnet.org/augstudies
Australasian Journal of Bone & Joint Medicine,
Australasian Journal of Philosophy,http://www.ajp.aap.org.au/
Australasian Plant Pathology,http://www.springer.com/life+sciences/plant+sciences/journal/13313
Australian and New Zealand Journal of Criminology,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal202004
Australian Economic History Review,http://www.wiley.com/bw/journal.asp?ref=0004-8992
Australian Entomologist,http://www.esq.org.au/entomologist.html
Australian Journal of Botany,http://www.publish.csiro.au/nid/65.htm
Australian Journal of Entomology,http://www.wiley.com/bw/journal.asp?ref=1326-6756
Australian Journal of Linguistics,http://www.tandf.co.uk/journals/titles/07268602.asp
Australian Journal of Management,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal201956
Australian Journal of Physics,http://www.publish.csiro.au/nid/78.htm
Australian Journal of Politics and History,http://www.wiley.com/bw/journal.asp?ref=0004-9522
Australian Journal of Primary Health,http://www.publish.csiro.au/nid/261.htm
Australian Journal of Soil Research,http://www.publish.csiro.au/nid/84.htm
Australian Mammalogy,http://www.publish.csiro.au/nid/256.htm
Australian Systematic Botany,http://www.publish.csiro.au/nid/150.htm
Autism,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal200822
Autoimmunity,http://www.informahealthcare.com/loi/aut
Autophagy,http://www.landesbioscience.com/journals/autophagy/
"Aviation, Space, and Environmental Medicine",http://www.asma.org/journal/
Āyandah,
Baha'i Studies Review,http://www.atypon-link.com/INT/loi/bsr?cookieSet=1
Banach Journal of Mathematical Analysis,http://www.emis.de/journals/BJMA/
Behavior Genetics,http://www.springer.com/psychology/psychology+general/journal/10519
Behavioural Brain Research,http://www.elsevier.com/wps/find/journaldescription.cws_home/506045/description
Beilstein Journal of Organic Chemistry,http://www.beilstein-journals.org/bjoc/
Belgrade Law Review (Annals of the Faculty of Law in Belgrade),http://www.ius.bg.ac.rs/Anali/anali_e.htm
Bellevue Literary Review,http://blr.med.nyu.edu
Ben Jonson Journal,http://www.euppublishing.com/journal/bjj
Berichte der Deutschen,
Berkeley Studies,http://people.hsc.edu/berkeleystudies/
Besoiro,
Best Practice & Research: Clinical Rheumatology,http://www.elsevier.com/wps/find/journaldescription.cws_home/623005/description#description
Biblical Theology Bulletin,http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal201924
Bibliotheca Herpetologica: a journal of the history and bibliography of herpetology,http://www.t-ad.net/ishbh/pub.html
Bibliotheca Sacra,http://www.dts.edu/media/publications/bibliothecasacra/
Bilingual Research Journal,http://www.tandf.co.uk/journals/ubrj
Bilingualism: Language and Cognition,http://journals.cambridge.org/action/displayJournal?jid=BIL
Biocatalysis & Biotransformation,http://www.informapharmascience.com/bab
Biochemical and Biophysical Research Communications,
Biochemical Journal,http://www.biochemj.org/
Biochemical Society Transactions,http://www.biochemsoctrans.org/default.htm
Biochemistry,http://pubs.acs.org/journal/bichaw
Biochemistry and Cell Biology,http://nrcresearchpress.com/rp-ps/journalDetail.jsp?jcode=bcb&lang=eng
Biochimica et Biophysica Acta,http://www.elsevier.com/wps/find/journaldescription.cws_home/506062/description#description
Biochimie,
Bioconjugate Chemistry,http://pubs.acs.org/journal/bcches
BioControl,http://www.springer.com/life+sciences/entomology/journal/10526
Bioelectromagnetics,http://www3.interscience.wiley.com/journal/34135/home
BioEssays,http://www.bioessays-journal.com
Bioethics,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8519
Biofabrication,http://iopscience.iop.org/1758-5090/
Biographical Memoirs of Fellows of the Royal Society,http://rsbm.royalsocietypublishing.org
Bioinformatics,http://bioinformatics.oxfordjournals.org/
Bioinspiration & Biomimetics,http://iopscience.org/bb
Biological Chemistry,http://www.degruyter.de/journals/bc/detailEn.cfm
Biological Procedures Online,http://www.springer.com/journal/12575/
